Unnamed: 0,Source,Datetime,Username,Review,Region,Sentiment
355,playstore,2022-06-02 01:02:04,Noor Uddin,nan,,positive
356,playstore,2022-06-01 21:46:11,Anis Mughal,worst registration experience dont know if i m openeing a bank account or immigration of us,,negative
357,playstore,2022-06-01 20:52:28,Shahid Naveed,very nice ,,positive
358,playstore,2022-06-01 20:13:54,Waheed Ali,good,,positive
359,playstore,2022-06-01 16:20:39,DHOOM 1,just boosting why,,negative
360,playstore,2022-06-01 14:29:58,Arslan Hafeez,good ,,positive
361,playstore,2022-06-01 09:48:16,Md Anish Ansari,everything about this app is amazing but only things that i don t like is i can t add money from another account to this account it s already 5 month but you guys don t update your app for this feature i give you 5 star because of your customer service is amazing please update your app for load money,,negative
362,playstore,2022-05-31 23:42:48,Muhammad AL MOHARIEI,nan,,positive
363,playstore,2022-05-31 16:55:51,Irfan nafri k,not much better average,,negative
364,playstore,2022-05-31 12:43:44,Mr Nobody,i sign up in 2021 november i recieved my card but till now my account is stuck in activation and every month they ask for kyc for bank statement for pay slip this is so bad services i hate this,,negative
365,playstore,2022-05-31 12:10:59,Asad Saroya,easy to manage,,negative
366,playstore,2022-05-30 22:50:14,Health RIK,so far good,,positive
367,playstore,2022-05-30 20:53:11,Manuel Pacate,awesome,,positive
368,playstore,2022-05-30 18:52:01,Viktor M,can t get card slow and bureaucratic service app is unresponsive trash,,negative
369,playstore,2022-05-30 17:56:30,Faizan Ahmad,i applied for card since 3 days ago but no one updating me about the process if i open the app there msg show me they will approach me within 48 hours but its 3 days 72 hours gone i contact with live chat agent but unfortunately they were unable to satisfy me about the process i think it will be very long time for me to get my account activated the app is good for us bcoz of its facilities kindly look into it and guide proper that how much they take time to activated,,negative
370,playstore,2022-05-30 16:45:08,Malik Srosh Awan,its fully functional platform i appreciate your efforts,,positive
371,playstore,2022-05-30 16:26:52,SAIF AND SAUD GAMING,this app is very good i received the card in 1 week and a count got activated in 2 weeks best app no need for documents or some thing very good app ,,positive
372,playstore,2022-05-30 13:21:08,Evie Ladic,actually i got deceived to try this yap because i saw a advertisement they will give 50 dhs if you download and applied for a card but when i received my card and they activated it i didn t got any so i might not use it because deceiving people is not good when you say you will give something you should because only little things like this you can t be trusted what more if i m giving you my money right anyway the style of the card is cool but i will still stick with liv card,,negative
373,playstore,2022-05-30 12:48:40,Just Shorts,is yap application really coming to pakistan,,positive
374,playstore,2022-05-30 10:48:01,Ahmed Salem,charging 1 dirham for inward transfer from another bank is plain stupid no bank does this at all ill just wait for the year to lapse and im closing off that yap account for good no real value anyways,,negative
375,playstore,2022-05-29 18:00:01,Sadik Ahmed,if only there was an option to put half a star worst service my card was delivered 2 months ago its still not activated after contacting support for the 20th it s still the same they keep saying it s a technical issue but and don t know when it will be solved still waiting for card activation highly font recommend it,,negative
376,playstore,2022-05-29 16:50:23,Shakil Mimra,when is launched in pakistan,,positive
377,playstore,2022-05-29 14:54:13,Pak Star Qts,nice ji,,positive
378,playstore,2022-05-29 13:05:57,sabi Khadka,nothing happened what you told in ads it s too long process to get 50 don t use it to get 50 guys we need to deposit why they didn t tell in ads i m expecting to get 50 then i register i did everything it s take almost 2 hour after they asking me to deposit to get 50 it this a joke,,negative
379,playstore,2022-05-28 17:52:48,Bainoron Abdul,great,,positive
380,playstore,2022-05-27 22:28:15,Sam Hussani,v good yap aap,,positive
381,playstore,2022-05-27 20:05:32,Basheer Ahmad,great app,,positive
382,playstore,2022-05-27 14:28:04,Shyam Nair,i should have read the feedbacks here before applying for it i got the card quite soon but now it has been over 9 weeks there is no update on the activation i see here they are asking to call the support team who pathetically do not have a clue on anything yap its just waste of ur money sorry for u 25 6 22 update for yap after waking up ur team i submitted some docs last month as requested and again now after a month they have asked me to submit the same docs nomoreyap,,negative
383,playstore,2022-05-27 06:05:43,Wadood Ahmad,it doesn t open it keeps saying yap is stopped working,,negative
384,playstore,2022-05-26 18:50:38,Wahid ullah Ahmadzai,            ,,positive
385,playstore,2022-05-26 17:39:48,Suhail Rashid,adding card for topup is can t able to type the details then how to use ,,positive
386,playstore,2022-05-26 17:14:36,Ehsan Unar,the best service so far easy to send money back home only problem is that to deposit money via rak bank there is any take bank in my area,,negative
387,playstore,2022-05-26 14:56:25,Sharyar Raja,magnificent,,positive
388,playstore,2022-05-26 11:49:19,Huzefa Attar,nice and fast app but the thing i don t like is not related to the app but about bank charges as per their terms they even charge for incoming funds aed 1 for every transfer recieved,,negative
389,playstore,2022-05-26 04:52:46,Shiv kumar Gaur,nice digital app,,positive
390,playstore,2022-05-25 20:08:58,PROGOD OFFICIAL GAMER,very good,,positive
391,playstore,2022-05-25 19:57:36,Nikhil Nik,i can t add my debit card on yap,,negative
392,playstore,2022-05-25 18:09:15,Ali Raza,dear yap last five days i applied for the card but still not received how much take time,,negative
393,playstore,2022-05-25 17:23:04,Venus Diaz,good,,positive
394,playstore,2022-05-25 16:56:20,Naveed Ali Shah,fair,,positive
395,playstore,2022-05-25 15:48:29,Arbab Azhar,app is not even opening on samsung note 10,,negative
396,playstore,2022-05-25 13:22:27,Rahama Ndr,good,,positive
397,playstore,2022-05-25 13:09:42,milton das,not open aap after update,,negative
398,playstore,2022-05-25 12:57:55,suresh kumar,too much bad app please don t douwnload any one,,positive
399,playstore,2022-05-25 09:44:20,Maricar Pabelona,nice apps,,positive
400,playstore,2022-05-25 06:44:28,junaid noor habib,i am try to many times to signup but pakistan country code cannot change ,,negative
401,playstore,2022-05-25 02:05:56,meow meow,safety and reliability,,positive
402,playstore,2022-05-25 01:17:21,Dpak Kumar,it s really good apps very faster service,,positive
403,playstore,2022-05-25 00:30:43,Azam Ali,are you operate in pakistan can i m create account in pakistan,,negative
404,playstore,2022-05-25 00:03:52,Anish Ea,good,,positive
405,playstore,2022-05-24 22:16:35,Amir Khan,good,,positive
406,playstore,2022-05-24 21:52:28,Ali Raza,excellent,,positive
407,playstore,2022-05-24 21:18:27,Ishtiaq Ahmed,great performance on the app bcz the account i usually used in emirates thanks for for being well,,positive
408,playstore,2022-05-24 20:58:20,praba karan,you are great,,positive
409,playstore,2022-05-24 20:48:09,Fareed Jutt,best,,positive
410,playstore,2022-05-24 20:35:43,Mohammad ABU TAHIR (ABU),very nice application,,positive
411,playstore,2022-05-24 19:39:35,Mudassir Sonde,very good application ,,positive
412,playstore,2022-05-24 18:16:31,Al Jazeera,good service good quality and dilver money to home country on time,,positive
413,playstore,2022-05-24 18:11:24,Taimoor Ahmed,good,,positive
414,playstore,2022-05-24 17:44:45,Wali Afridi,great,,positive
415,playstore,2022-05-24 17:03:51,Hussnain Asghar,excellent,,positive
416,playstore,2022-05-24 16:07:43,AAMIR ALI,excellent,,positive
417,playstore,2022-05-24 14:25:21,Marie Cruz,why can t open my yap account showing update but when i click can t open,,negative
418,playstore,2022-05-24 14:00:10,Waseem Abbas,good,,positive
419,playstore,2022-05-24 13:34:27,Tariq Riaz,i am using yap for last 5 months and i find this app very easy and fast to transfer money world wide,,negative
420,playstore,2022-05-24 13:29:34,gurwinder singh dasuya,really great experience for me,,positive
421,playstore,2022-05-24 12:27:22,Irfan Mumtaz,submitted documents but account still in process card received but no use customer support also don t know when it will be done,,negative
422,playstore,2022-05-24 11:24:59,Moazzam Asif,when it will launch in pakistan,,positive
423,playstore,2022-05-24 11:02:00,Rai ALAM,good,,positive
424,playstore,2022-05-24 10:51:45,Ali Nawaz Yousafzai,very fast n easy,,positive
425,playstore,2022-05-24 10:38:44,Notorious Kimbo,well i find it better than liv account and mashreq bank account fast transfer receiving app is easy to manage coming months will transfer my salary too,,negative
426,playstore,2022-05-24 10:09:19,Khalid Noor,very fast transection i recommend this application,,positive
427,playstore,2022-05-24 09:44:28,Rizwan Ghani,1st time using butt good,,positive
428,playstore,2022-05-24 06:21:36,Ali Abbas Malik,highly recommend app easy to use and amazing services i just say superb wonderful experience with yap,,positive
429,playstore,2022-05-24 05:23:11,Asadullah Mughal,it s good app but some time hanged now already i checked to many time hanged app,,positive
430,playstore,2022-05-24 00:40:29,aftab Alam,it s not registered always show error i try to more the n6 month but is not working the app always haven t problem,,negative
431,playstore,2022-05-23 20:36:25,Provaicplayz,i m trying to make an account but it doesn t show the option for pakistan 92,,negative
432,playstore,2022-05-23 20:02:53,Md Najmul,haha,,positive
433,playstore,2022-05-23 18:13:04,Muhammad Umair,bad experience,,negative
434,playstore,2022-05-23 10:56:19,Arjun Choyal,very bad app only procecing seen no working open account now and using 2 month later,,negative
435,playstore,2022-05-22 15:53:06,Tuff Seed,nan,,positive
436,playstore,2022-05-22 11:54:02,Kazi Efti,mostly your customer comment not satisfied to take your virtual card really i disappoint bery very very bad app this one,,negative
437,playstore,2022-05-22 03:28:40,George Athanas,my emirates id was rejected no reasons given the customer support contacted me later and explained that my country of origin was not supported at the moment regardless that i am a uae citizen,,negative
438,playstore,2022-05-21 16:47:17,Amar Srivastav,the debit was blocked becoz of the new emirates id update was not done however its working fine now i am happy,,positive
439,playstore,2022-05-21 09:42:36,Sujeesh Gangadharan,literally the worst app when it doesnt open keyboard to add details so that i can topup money,,negative
440,playstore,2022-05-20 23:49:40,Md Iqbal Redoy,very good app,,positive
441,playstore,2022-05-20 22:20:03,Arafat,app not working in a12 ,,negative
442,playstore,2022-05-20 16:51:58,Faheem Ahmad,not available in pakistan,,negative
443,playstore,2022-05-20 16:13:13,Hamza Milli,hello sir 1 week my atm card not delivered plzz check,,negative
444,playstore,2022-05-19 17:57:20,Moneeb Hassan,they are saying about sign in bonus but i didn t get any bonus,,negative
445,playstore,2022-05-19 17:20:50,Lazy Show,pass code am unable to set it up and balance is showing 0 for more than 12 hours now i m unable to even use the card customer service is blaming on internal department to resolve issue i have never seen an establishment careless about people s money or even gain trust from customers horrible and not safe to your reply they are not at all helpful,,negative
446,playstore,2022-05-19 07:57:32,Mesua “Luv is pain” Kwarteng,is it by force to run your ads on someone s phone what kind of rubbish is that,,negative
447,playstore,2022-05-19 00:46:48,Mohsin Atizaz,it s not good every time maintenance problem not show amount too much problem,,negative
448,playstore,2022-05-18 17:55:57,Ajmal Hussain,excellent,,positive
449,playstore,2022-05-18 16:06:15,information Hub,terable,,positive
450,playstore,2022-05-17 23:07:33,Sochindustries,can we use it in pakiatan,,positive
451,playstore,2022-05-17 22:32:20,md faruk,good,,positive
452,playstore,2022-05-17 17:47:29,Zahid Ullah Khan Mohmand,otp given but passcode is not getting generate just stucked in there the app is not procedding further need help with that why the yap app is not working,,negative
453,playstore,2022-05-17 17:17:04,Abdullah Shah,it has been 3 days still the card is not delivered location provided nearby yap office only but no response at all,,negative
454,playstore,2022-05-17 14:00:31,Faro Vlog,this app is good butt sometimes sending money take to much time,,positive
455,playstore,2022-05-17 02:54:26,Najeeb Nasir,nice app,,positive
456,playstore,2022-05-16 18:39:26,Atiq Arain rizivi Atiq Arain rizivi,good,,positive
457,playstore,2022-05-16 17:04:25,Shihab Kunju,good,,positive
458,playstore,2022-05-16 12:56:44,mintu. ha mai hu na choudhary,very nice,,positive
459,playstore,2022-05-16 06:14:11,Hammad Jarwar,please don t use this app very bad service please don t use,,positive
460,playstore,2022-05-16 00:33:14,Shreeram Chaudhary,very bad experience i wait till 45 days to get active my yap card almost 10 times requested but i got only hope no work ,,negative
461,playstore,2022-05-15 23:14:35,lakshmi praba,very good,,positive
462,playstore,2022-05-15 20:53:22,Muhammad Sajid,100 good,,positive
463,playstore,2022-05-15 16:51:42,Ahmed Mohammed,almost 3 month after receiving the card but it not activated i called customer service but no use they said checking your documents need unspecified time i called custumer service again they said rak bank not reply to my application yet,,negative
464,playstore,2022-05-15 16:18:06,Eyob Hailesilassie,wow,,positive
465,playstore,2022-05-15 15:22:59,MahrMuzamiL Official,i hope so it will be come very first in pakistan,,positive
466,playstore,2022-05-15 14:10:00,Aye Thida Moe,amazing,,positive
467,playstore,2022-05-15 13:37:43,Md Iqbal,nice app,,positive
468,playstore,2022-05-15 13:14:05,Bilal Khan,international transfers done within 5 minutes local transfer right away everything works perfect from support to service loving it,,positive
469,playstore,2022-05-15 12:41:27,Saeed Alnuaimi,edit the issue was fixed immediately and now ai am changing my review as their customer service is immaculate,,negative
470,playstore,2022-05-15 12:35:41,syedghouse naveed,excellent experience with yap good team well response,,positive
471,playstore,2022-05-15 12:26:11,Abu koysor,good app,,positive
472,playstore,2022-05-15 12:12:46,Shujah Qazi,there is no option to select other country then uae,,negative
473,playstore,2022-05-15 11:58:21,Martin Antony,good,,positive
474,playstore,2022-05-15 08:45:06,Gyan Aikins,i don t need it,,positive
475,playstore,2022-05-15 01:32:33,Ahmed Jamal,app crashes nothing works,,negative
476,playstore,2022-05-14 15:37:12,Faiz Gondal,i do not want to send money to my home country through this app but the bank in which i have an account is not showing the bank on this app,,negative
477,playstore,2022-05-14 13:06:50,Jonalyn Rillones,great,,positive
478,playstore,2022-05-14 13:03:59,Neha Singh,worst application with copy paste customer service,,negative
479,playstore,2022-05-13 17:27:14,Krishna Pradhan,worst service not activated card till now as i apply on december2021,,negative
480,playstore,2022-05-13 08:19:24,Faisal Khan,nan,,positive
481,playstore,2022-05-13 03:03:43,M S U,good app,,positive
482,playstore,2022-05-13 01:36:12,Muhammad Hammad,can t sign up for account the app keeps crashing after just launching,,negative
483,playstore,2022-05-12 16:05:56,Kindness Njoku,verification is the issue kept popping up error message mobile number not in the list don t know what that means,,negative
484,playstore,2022-05-12 15:53:34,Pankaj Ranga,after seeing the reviews i was worried to download but i tried myself it s awesome application everything was quick enough no complains happy customer ,,positive
485,playstore,2022-05-12 13:35:44,Azahar Sekh,so good,,positive
486,playstore,2022-05-11 18:08:06,Hani B,very good,,positive
487,playstore,2022-05-11 17:23:41,hafiz muhammad,there is no option pakistan in country list when i tap on get started button only shows uae,,negative
488,playstore,2022-05-11 09:57:38,Muhammad Awais,nice app,,positive
489,playstore,2022-05-11 06:54:30,Leo De la Cruz,good,,positive
490,playstore,2022-05-11 01:16:27,Anantharaman P,it is sad that my account has still been not activated even after submitting all my documents and receiving the debit card 6 months ago the chat support just keeps on saying that my account cannot be activated now and they never give a proper resolution,,negative
491,playstore,2022-05-11 00:22:53,Kamal Awan,good,,positive
492,playstore,2022-05-10 21:25:49,Nice lines,it s good,,positive
493,playstore,2022-05-10 19:58:30,Shamil Shan,wosome,,positive
494,playstore,2022-05-10 19:33:10,Rasib Ali,always asking for update even it s updated already wth,,negative
495,playstore,2022-05-10 18:52:02,Alalyn Rosel,im happy and contented before now they making me disappointed much its almost 2 weeks still they didn t credited my money in my account that is suppose to be my salary they dont think there costumer is suffering of stress because they make it delayed to much always have same reason technical problem blah blah blah they dont have conscience for my side my family in my hometown is suffering because of this yap ,,negative
496,playstore,2022-05-10 18:49:15,Muhammad Ziafat,every time needs update,,negative
497,playstore,2022-05-10 18:34:58,Hashim dawood,worst experience i have with this app i have taken loan from cash now and i chose to receive money in yap account and it s been declined on 5th may and till now i m keep asking to help line team and they are just keep telling me it will be resolve soon but no results worst ever bank application which i have used this will be my last transaction,,negative
498,playstore,2022-05-10 18:08:24,Sudhakar Kodumunja,nice,,positive
499,playstore,2022-05-10 13:01:35,Malvin Agyekum,excellent job done with this app,,positive
500,playstore,2022-05-10 12:54:18,AHMED,the best online banking,,positive
501,playstore,2022-05-10 11:56:23,Muhammad Home painting,its good app,,positive
502,playstore,2022-05-10 11:24:36,Analyn Sanchez,good,,positive
503,playstore,2022-05-10 08:44:24,Naeem Akram sahi,v v good degitl account i love it,,positive
504,playstore,2022-05-10 07:48:59,Talha Khan,i could say that yap have been working tirelessly day after day to assist us in navigating the new change great work yap team,,positive
505,playstore,2022-05-10 06:35:45,Reem Romero,its easy to put money and send money to my family,,negative
506,playstore,2022-05-10 05:54:37,Md Nazrul Islam Ansari,i hv good experience with yap app,,positive
507,playstore,2022-05-10 04:49:37,Fiaz Ali,i m using this app since 5 months but my account still not active even i m talking online chat or via whatsapp they say only very soon we ll solve your problem i ve also yap card if there something was wrong they should not have issued the yap is there anyone who solve my app problem,,negative
508,playstore,2022-05-10 04:32:33,Inshal Khan,dose not pickup the country code,,negative
509,playstore,2022-05-10 04:00:11,manaf manaf,there is nothing work in this app even after i scan it says unfortunately you can t continue with the process what is that,,negative
510,playstore,2022-05-10 03:40:12,Ather Shahzad,i don t know what happened with this app already installed but again said update when i click the update option but still not open,,negative
511,playstore,2022-05-10 02:43:54,Rehman Zafar,nice,,positive
512,playstore,2022-05-10 01:55:25,THEE BOSS256,it takes them forever to activate your account,,negative
513,playstore,2022-05-09 23:20:37,Jot Dalla,it is very good app,,positive
514,playstore,2022-05-09 23:00:25,Lawrence Soriano,why i can t open the app,,negative
515,playstore,2022-05-09 22:21:46,shuhaib mohammed,every time it is updating and updation is not going proper,,negative
516,playstore,2022-05-09 22:12:09,Imran Shemu,this is probably the best way to get bonus,,positive
517,playstore,2022-05-09 22:07:41,Tahmoor Nazeer,when i get started for sign up there is only one country uae,,negative
518,playstore,2022-05-09 22:01:49,Tasawar iqbal Tasawar iqbal,good servies,,positive
519,playstore,2022-05-09 21:29:17,Abdul Manan,my apps showing an update when i click on update its shows nothing in playstore just only shows open uninstall option,,negative
520,playstore,2022-05-09 21:28:48,Rez Geo,the best i love it so much,,positive
521,playstore,2022-05-09 20:41:27,Papu Chaurasiya,very good yap,,positive
522,playstore,2022-05-09 20:32:54,Marife Duran,it s my first time to avail the cash loan but until now i didn t recieve the money transfer and the cash now is asking me to pay the loan but how i will pay i didn t recieve the money from bank transfer to my yap account,,negative
523,playstore,2022-05-09 20:00:47,Elisa Landicho,why im not open my acc,,negative
524,playstore,2022-05-09 19:56:45,Arshad Ali,awesome,,positive
525,playstore,2022-05-09 19:42:47,Taimoor Malik,i didn t recieve card and showing update option i can t open anymore,,negative
526,playstore,2022-05-09 19:38:38,Marrygrace Abesamis,it s easy to use,,positive
527,playstore,2022-05-09 19:35:39,Eman Ahmad,it s asking for update and when i updated it give msg as error i cant use it solve it,,negative
528,playstore,2022-05-09 19:29:12,Saad Khan,love it,,positive
529,playstore,2022-05-09 19:17:09,Sahad Psmadu,good,,positive
530,playstore,2022-05-09 18:32:05,hira khan,good,,positive
531,playstore,2022-05-09 18:18:35,Abdul Raheem,i m unable to open the app,,negative
532,playstore,2022-05-09 18:02:47,nihal ahmed,hi team iam very much happy with your service the person who is working in dubai if they want to send money they can go with this yap within 2 min the money got credited to my bank account in india i recommend to everyone in dubai to use this yap thank you yap,,negative
533,playstore,2022-05-09 17:54:01,Mustafa Kamal,good,,positive
534,playstore,2022-05-09 17:25:09,MARJORY BEDICO,convenient to use,,positive
535,playstore,2022-05-09 17:10:22,Limsad Mampuram,good app,,positive
536,playstore,2022-05-09 16:43:57,Irfan Ahmad,very very nice ,,positive
537,playstore,2022-05-09 14:39:22,CTG warriors TM,boring service,,positive
538,playstore,2022-05-09 10:24:08,Ehab Amin,really bad experience i made local transfer it s more than 4 days i didn t received it into my account and the support cant give you time only excuses for technical issues and it s not accepted,,negative
539,playstore,2022-05-09 02:30:58,muhammad bilal,hi my cousin send me money from spain in to my account and money transfer is complete but not credited in my account so far can u tell me how many days will take to credited in my account,,negative
540,playstore,2022-05-08 22:13:28,Ayaz Anwar,before one week ago i got debit card but never activated please help me out i want to deposit some money please activate ,,negative
541,playstore,2022-05-08 01:12:08,Bashar Nakhleh,i tried many times open an account but i suddened with a message saying that we can t open this account without any reason really it s very bad app,,negative
542,playstore,2022-05-07 16:58:35,Fawad Rafiq,not available for pakistan,,negative
543,playstore,2022-05-07 12:26:42,Ratheesh kumarm,very good,,positive
544,playstore,2022-05-07 08:45:04,Atif Ali,i mke account butt i didn t receive 50 aed bonus yet can someone tell me they give bonus or not iff they give when i will receive my card in not delivered yet,,negative
545,playstore,2022-05-06 17:07:52,Abdul Sami,came from advertising for pakistan but not available for pakistani peoples so why these advertisments,,negative
546,playstore,2022-05-06 11:34:19,Hasaan Ch,app crashing,,positive
547,playstore,2022-05-05 20:44:01,Muhammad Niyas An,worst app connected with customer service 2 times for em id scanning error every time they are saying they will call once it is ready technical team is working in the reality no one has called no reply from so far waste of time totally disappointed i m updating my review still the customer service team is irresponsible as well as technical team they can t find a solution for my problem contacted them more than 5 6 times gave all my details but still the error is there most worst,,negative
548,playstore,2022-05-05 19:36:27,Muhammad Shayan,i still didn t get my card or anything it s been more than 2 months,,negative
549,playstore,2022-05-05 02:26:44,Hassan Farooq,chose number section don t work,,positive
550,playstore,2022-05-05 02:25:12,Niileysh More,you guys are lieing no 50 dhiram we are getting after login,,negative
551,playstore,2022-05-04 20:37:06,Himayat Gul,the yap is now get good,,positive
552,playstore,2022-05-04 16:26:31,Olga Nakhleh,i want to open an account but it comes with rejection,,negative
553,playstore,2022-05-04 12:37:44,Kalam7,i sign up the apps it s told me need 48 hours to reach me but i m waiting for the reply,,negative
554,playstore,2022-05-04 10:13:47,My Self,bad experience their pakistani official page says it s available in pakistan when i opened app there is only arabic county phone number registration option when i contact yap pakistan official page they said it ll coming soon in pakistan what a fruad to increase download rate,,negative
555,playstore,2022-05-02 05:22:24,Zain Aziz,i am not getting an option to select pakistan country it is only showing uae,,negative
556,playstore,2022-05-01 13:29:10,Simple Life Sutapa Daily Blogs,good,,positive
557,playstore,2022-05-01 12:49:04,Sohail Ahmed,hi i don t know why not working my app can u help me,,negative
558,playstore,2022-05-01 12:37:42,"786,92 Whatsapp Stutus",local banks transfer money takes a lot of time sent money yesterday not sent yet,,negative
559,playstore,2022-05-01 12:09:04,Md Ehsan Khan,good,,positive
560,playstore,2022-05-01 11:44:35,Malik Sohail,so slow banking my company put my salery to my account on 29 04 2022 but i cant receiveed yet,,negative
561,playstore,2022-05-01 11:44:01,Muhammad Rehman,please fix the emerates imd scan feature as soon as posible,,negative
562,playstore,2022-05-01 11:14:24,Medicine Review Malayalam,gud ,,positive
563,playstore,2022-05-01 09:32:58,Jewel abdul kadir molla,excellence,,positive
564,playstore,2022-05-01 03:51:49,Muhammad Ali,only for emirates users but showing ads of yappakistan,,negative
565,playstore,2022-05-01 03:40:50,zohaib ahmed,after long wait of 4 months the ac got activated finally yap is easy to use u can deposit via deposit machine of rak bank and can transfer from ur other ac to yap ac must recommend ac but have patience it will took a little bit longer time customer service is there but they r also dependent to main company ,,negative
566,playstore,2022-04-30 23:59:31,niag 13,in google page they said as long as 18 year old and up you can open am account but why when it s come to the app it must be 21,,negative
567,playstore,2022-04-30 23:34:07,Faruk Chy,dear sir do you have hubpay link with your bank can i send money from this account to my hubpay account is it possible or not please reply me thank you,,negative
568,playstore,2022-04-30 14:04:04,Qasim Awan,it s not working in pakistan,,positive
569,playstore,2022-04-30 09:40:55,Samuel Ofori Agyemang,i was scared to download due to the previews but it s really working well for me i pray you add mobile transfers to our home country and what is the meaning of nick names in the transfer section,,negative
570,playstore,2022-04-30 07:07:35,Kadiri Tchagouni,great app,,positive
571,playstore,2022-04-30 05:49:26,Ashok Murali,worst service long duration for getting the money back horrible time consumption,,negative
572,playstore,2022-04-29 20:09:19,Nazrul Islam,good,,positive
573,playstore,2022-04-29 16:56:57,Ajmal Ruzeen,i am not able to register my debit card at all,,negative
574,playstore,2022-04-29 15:59:01,arun mariappan,can t add money by credit card what i didn t accept this,,negative
575,playstore,2022-04-28 03:00:15,Aladdin Jiroun,not available for all nationalities,,negative
576,playstore,2022-04-27 19:20:22,Muhammad Zimwanguyiza,in areas where rak bank isnt available its impossible to make a deposit from any deposit machine someone should give me reason why i should keep this account useless,,negative
577,playstore,2022-04-27 14:04:39,Jitendra Singh kuntal,good service yap open my account and active seving,,negative
578,playstore,2022-04-27 09:53:07,BIJU KAVIRAJAN,good,,positive
579,playstore,2022-04-27 06:10:17,Abdullah Khan,its a good app for international transfers but for local transfers it takes a lot of time and its not easy to get your money back or option for cancellation you have to wait for so long if an error comes,,negative
580,playstore,2022-04-26 23:43:14,Abdulrehman Shakeel,like 1122pk,,positive
581,playstore,2022-04-26 22:57:21,Mohamed aamir Aamir,good,,positive
582,playstore,2022-04-26 19:08:59,Rosetta Nelson,can u stop this freequent updates would be comfortable if u make it monthly once like other banking apps,,negative
583,playstore,2022-04-26 18:29:21,Em Jay,app keep asking for update without opening,,negative
584,playstore,2022-04-26 11:46:22,odysse wamar,superb customer service issues been resolved thank you yap services,,positive
585,playstore,2022-04-25 19:22:09,Nisar Ahmed,it s awesome used everywhere in shopping malls i have created my account it is going great it s going great no complaints from you,,positive
586,playstore,2022-04-25 17:53:29,Marjorie Manganip,it s very good service can help me a lot,,positive
587,playstore,2022-04-25 17:21:34,Muhammad Waseem,good,,positive
588,playstore,2022-04-25 15:55:07,ARYA M P,gud aap,,positive
589,playstore,2022-04-25 13:27:43,anwar hayat,don t west your money very very poor i transfer 100 aed international transfer just for checking 136 aed fees and 6 aed value add tax i mean i pay extra 142 aed this is haraaam not good service don t transfer intl dear all please don t west time to open account here,,negative
590,playstore,2022-04-25 08:01:21,aRRa CHENKAL,good one,,positive
591,playstore,2022-04-25 03:32:26,Muhammad Adnan,very good ,,positive
592,playstore,2022-04-24 22:11:56,WALTER SAAKWA MANTE MINISTRIES,this app has the best customer service i have ever seen in uae good work guys ontime response,,positive
593,playstore,2022-04-24 21:27:57,Abdul Rahman,whats with the update every two three days soo annoying,,negative
594,playstore,2022-04-24 21:23:04,Nawab Asad,nice help line,,negative
595,playstore,2022-04-24 19:24:57,Joash Kisitu,excellent ,,positive
596,playstore,2022-04-24 18:44:02,Defaulter Boy,nice,,positive
597,playstore,2022-04-24 17:30:14,Entertainment Tech,good,,positive
598,playstore,2022-04-24 16:12:54,Ishrat Khan,alhamdulillah they quickly fixed the issue asap great customer service reapons and support really happy issue before please kindly help me with the scan id feature  ,,positive
599,playstore,2022-04-24 14:02:27,Sahar Nazar,please fix the emirated id scan feature as soon as possible edit 24 4 22 the problem has been fixed,,negative
600,playstore,2022-04-24 08:10:08,Rahul Sharma,this is the best account for saving money sending money online without minimum amount,,negative
601,playstore,2022-04-24 07:48:11,Bari G,now problem solved please all users update new version,,negative
602,playstore,2022-04-24 06:57:36,shakeel sulaiman,always showing update not able oen,,negative
603,playstore,2022-04-24 06:03:06,Haris Amar,everytime asking for updates  what s going on by this apps,,negative
604,playstore,2022-04-24 05:56:37,Qadeer Khan,yap is very good card amazing,,positive
605,playstore,2022-04-24 05:37:57,Ahmed Ijaz,worsth digital banking application i update it 3 times but still need updation and there is no updation required on play store,,negative
606,playstore,2022-04-24 05:28:41,Burhanuddin Lakhi,very good,,positive
607,playstore,2022-04-24 05:05:01,khawaja Tahir,good 100 good,,positive
608,playstore,2022-04-24 04:35:47,Muhammad Irfan Shah,why any weak need to update what s a problem ,,negative
609,playstore,2022-04-24 02:34:36,Sandra Baye,ecerytime i open this app i find it asking for updates so stressing,,negative
610,playstore,2022-04-24 02:20:02,Muhammad shahid Shahid,gud,,positive
611,playstore,2022-04-24 02:12:38,Suraj,cant transfer less than 100aed,,negative
612,playstore,2022-04-24 01:20:48,Bilal Ahmed,good banking app,,positive
613,playstore,2022-04-24 00:47:54,Iqbal Ahmad,all options are there but clear details as account related some improvements need to yap and also mobile top up for international allowed to be from app,,negative
614,playstore,2022-04-24 00:32:23,Aladara Building maintenance llc ABML,great service,,positive
615,playstore,2022-04-24 00:25:18,Shaikh kashif,may application not open,,negative
616,playstore,2022-04-23 23:35:58,shaheryar zafar,good experience,,positive
617,playstore,2022-04-23 22:37:41,Pravesh bijalwan,support awsm,,positive
618,playstore,2022-04-23 22:13:41,NI K,bad experience always app update,,negative
619,playstore,2022-04-23 20:51:44,Waqas Khan (Khan2311),amazing,,positive
620,playstore,2022-04-23 20:51:31,mohd firas hafez,very bad scan id is very bad i will remove again,,negative
621,playstore,2022-04-23 20:35:53,Maryam Shakir,no experience,,negative
