,Source,Datetime,Username,Review,Region
348,playstore,2022-05-29 14:54:13,Pak Star Qts,Nice ji,
349,playstore,2022-05-29 13:05:57,sabi Khadka,Nothing happened what you told in ads it s too long process to get 50 don t use it to get 50 guys we need to deposit why they didn t tell in ads I m expecting to get 50 then I register I did everything it s take almost 2 hour after they asking me to deposit to get 50 it this a joke,
350,playstore,2022-05-28 17:52:48,Bainoron Abdul,Great,
351,playstore,2022-05-27 22:28:15,Sam Hussani,V good Yap aap,
352,playstore,2022-05-27 20:05:32,Basheer Ahmad,Great App,
353,playstore,2022-05-27 14:28:04,Shyam Nair,I should have read the feedbacks here before applying for it I got the card quite soon but now it has been over 9 weeks there is no update on the activation I see here they are asking to call the support team who pathetically do not have a clue on anything YAP its just waste of ur money Sorry for u 25 6 22 Update for YAP After waking up ur team i submitted some docs last month as requested and again now after a month they have asked me to submit the same docs nomoreYAP,
354,playstore,2022-05-27 06:05:43,Wadood Ahmad,It doesn t open it keeps saying YAP is stopped working,
355,playstore,2022-05-26 18:50:38,Wahid ullah Ahmadzai,            ,
356,playstore,2022-05-26 17:39:48,Suhail Rashid,Adding card for topup is can t able to type the details Then how to use ,
357,playstore,2022-05-26 17:14:36,Ehsan Unar,The best service so far Easy to send money back home only problem is that to deposit money via RAK bank There is any take bank in my area,
358,playstore,2022-05-26 14:56:25,Sharyar Raja,Magnificent,
359,playstore,2022-05-26 11:49:19,Huzefa Attar,Nice and Fast App But the thing I don t like is not related to the App but about bank charges As per their terms they even charge for incoming funds Aed 1 for every transfer recieved,
360,playstore,2022-05-26 04:52:46,Shiv kumar Gaur,Nice digital app,
361,playstore,2022-05-25 20:08:58,PROGOD OFFICIAL GAMER,Very good,
362,playstore,2022-05-25 19:57:36,Nikhil Nik,I can t add my debit card on yap,
363,playstore,2022-05-25 18:09:15,Ali Raza,Dear Yap Last five days I applied for the card but still not Received how much take time,
364,playstore,2022-05-25 17:23:04,Venus Diaz,Good,
365,playstore,2022-05-25 16:56:20,Naveed Ali Shah,Fair,
366,playstore,2022-05-25 15:48:29,Arbab Azhar,App is not even opening on samsung note 10,
367,playstore,2022-05-25 13:22:27,Rahama Ndr,Good,
368,playstore,2022-05-25 13:09:42,milton das,Not open aap after update,
369,playstore,2022-05-25 12:57:55,suresh kumar,Too much bad app please don t douwnload any one,
370,playstore,2022-05-25 09:44:20,Maricar Pabelona,Nice apps,
371,playstore,2022-05-25 06:44:28,junaid noor habib,I am try to many times to signup but Pakistan country code cannot change ,
372,playstore,2022-05-25 02:05:56,meow meow,Safety and reliability,
373,playstore,2022-05-25 01:17:21,Dpak Kumar,It s really good apps very faster service,
374,playstore,2022-05-25 00:30:43,Azam Ali,Are you operate in pakistan can I m create account in Pakistan,
375,playstore,2022-05-25 00:03:52,Anish Ea,Good,
376,playstore,2022-05-24 22:16:35,Amir Khan,Good,
377,playstore,2022-05-24 21:52:28,Ali Raza,Excellent,
378,playstore,2022-05-24 21:18:27,Ishtiaq Ahmed,Great performance on the app bcz the account I usually used in Emirates Thanks for for being well,
379,playstore,2022-05-24 20:58:20,praba karan,You are great,
380,playstore,2022-05-24 20:48:09,Fareed Jutt,best,
381,playstore,2022-05-24 20:35:43,Mohammad ABU TAHIR,Very nice application,
382,playstore,2022-05-24 19:39:35,Mudassir Sonde,Very good application ,
383,playstore,2022-05-24 18:16:31,Al Jazeera,good service good quality and dilver money to home country on time,
384,playstore,2022-05-24 18:11:24,Taimoor Ahmed,Good,
385,playstore,2022-05-24 17:44:45,Wali Afridi,Great,
386,playstore,2022-05-24 17:03:51,Hussnain Asghar,Excellent,
387,playstore,2022-05-24 16:07:43,AAMIR ALI,Excellent,
388,playstore,2022-05-24 14:25:21,Marie Cruz,Why can t open my YAP account showing update but when I click can t open,
389,playstore,2022-05-24 14:00:10,Waseem Abbas,Good,
390,playstore,2022-05-24 13:34:27,Tariq Riaz,I am using yap for last 5 months and i find this app very easy and fast to transfer money world wide,
391,playstore,2022-05-24 13:29:34,gurwinder singh dasuya,Really great experience for me,
392,playstore,2022-05-24 12:27:22,Irfan Mumtaz,Submitted documents but account still in process Card received but no use customer support also don t know when it will be done,
393,playstore,2022-05-24 11:24:59,Moazzam Asif,When it will launch in pakistan,
394,playstore,2022-05-24 11:02:00,Rai ALAM,Good,
395,playstore,2022-05-24 10:51:45,Ali Nawaz Yousafzai,Very fast n easy,
396,playstore,2022-05-24 10:38:44,Notorious Kimbo,Well I find it better than Liv account and Mashreq bank account Fast transfer receiving App is easy to manage Coming months will transfer my salary too,
397,playstore,2022-05-24 10:09:19,Khalid Noor,Very fast transection I recommend this application,
398,playstore,2022-05-24 09:44:28,Rizwan Ghani,1st time using butt good,
399,playstore,2022-05-24 06:21:36,Ali Abbas Malik,Highly recommend app Easy to use and amazing services i just say superb wonderful experience with yap,
400,playstore,2022-05-24 05:23:11,Asadullah Mughal,It s good app but some time hanged now already I checked to many time hanged app,
401,playstore,2022-05-24 00:40:29,aftab Alam,It s not registered always show error I try to more the n6 month but is not working the app always haven t problem,
402,playstore,2022-05-23 20:36:25,Provaicplayz,I m trying to make an account but it doesn t show the option for pakistan 92,
403,playstore,2022-05-23 20:02:53,Md Najmul,haha,
404,playstore,2022-05-23 18:13:04,Muhammad Umair,Bad experience,
405,playstore,2022-05-23 10:56:19,Arjun Choyal,Very bad app Only procecing seen no working Open account now and using 2 month later,
406,playstore,2022-05-22 15:53:06,Tuff Seed,,
407,playstore,2022-05-22 11:54:02,Kazi Efti,Mostly your customer comment not satisfied to take your virtual card really I disappoint bery very very bad app this one,
408,playstore,2022-05-22 03:28:40,George Athanas,My Emirates ID was rejected no reasons given The customer support contacted me later and explained that my country of origin was not supported at the moment regardless that I am a UAE citizen,
409,playstore,2022-05-21 16:47:17,Amar Srivastav,The debit was blocked becoz of the new emirates Id update was not done however its working fine now I am happy,
410,playstore,2022-05-21 09:42:36,Sujeesh Gangadharan,LITERALLY THE WORST APP WHEN IT DOESNT OPEN KEYBOARD TO ADD DETAILS SO THAT I CAN TOPUP MONEY,
411,playstore,2022-05-20 23:49:40,Md Iqbal Redoy,Very good app,
412,playstore,2022-05-20 22:20:03,Arafat,App not working in A12 ,
413,playstore,2022-05-20 16:51:58,Faheem Ahmad,Not available in Pakistan,
414,playstore,2022-05-20 16:13:13,Hamza Milli,Hello sir 1 week my atm card not delivered plzz check,
415,playstore,2022-05-19 17:57:20,Moneeb Hassan,They are saying about sign in bonus But I didn t get any bonus,
416,playstore,2022-05-19 17:20:50,Lazy Show,Pass code am unable to set it up and balance is showing 0 for more than 12 hours now I m unable to even use the card Customer service is blaming on internal department to resolve issue I have never seen an establishment careless about people s money or even gain trust from customers Horrible and not safe To your reply they are not at all helpful,
417,playstore,2022-05-19 07:57:32,Mesua Kwarteng,Is it by force to run your ads on someone s phone What kind of rubbish is that,
418,playstore,2022-05-19 00:46:48,Mohsin Atizaz,It s not good every time maintenance problem not show Amount too much problem,
419,playstore,2022-05-18 17:55:57,Ajmal Hussain,Excellent,
420,playstore,2022-05-18 16:06:15,information Hub,Terable,
421,playstore,2022-05-17 23:07:33,Sochindustries,Can we use it in Pakiatan,
422,playstore,2022-05-17 22:32:20,md faruk,Good,
423,playstore,2022-05-17 17:47:29,Zahid Ullah Khan Mohmand,OTP given but passcode is not getting generate just stucked in there the app is not procedding further Need help with that why the YAP app is not working,
424,playstore,2022-05-17 17:17:04,Abdullah Shah,It has been 3 days still the card is not delivered location provided nearby YAP Office only but no response at all,
425,playstore,2022-05-17 14:00:31,Faro Vlog,This app is good butt sometimes sending money take to much time,
426,playstore,2022-05-17 02:54:26,Najeeb Nasir,nice app,
427,playstore,2022-05-16 18:39:26,Atiq Arain rizivi Atiq Arain rizivi,Good,
428,playstore,2022-05-16 17:04:25,Shihab Kunju,Good,
429,playstore,2022-05-16 12:56:44,mintu. ha mai hu na choudhary,Very nice,
430,playstore,2022-05-16 06:14:11,Hammad Jarwar,Please don t use this app very bad service please don t use,
431,playstore,2022-05-16 00:33:14,Shreeram Chaudhary,Very bad experience I wait till 45 days to get active my yap card almost 10 times requested but I got only hope no work ,
432,playstore,2022-05-15 23:14:35,lakshmi praba,Very good,
433,playstore,2022-05-15 20:53:22,Muhammad Sajid,100 good,
434,playstore,2022-05-15 16:51:42,Ahmed Mohammed,almost 3 month after receiving the card but it not activated I called customer service but no use they said checking your documents need unspecified time I called custumer service again they said RAK bank not reply to my application yet,
435,playstore,2022-05-15 16:18:06,Eyob Hailesilassie,Wow,
436,playstore,2022-05-15 15:22:59,MahrMuzamiL Official,I HOPE SO IT WILL BE COME VERY FIRST IN PAKISTAN,
437,playstore,2022-05-15 14:10:00,Aye Thida Moe,Amazing,
438,playstore,2022-05-15 13:37:43,Md Iqbal,nice app,
439,playstore,2022-05-15 13:14:05,Bilal Khan,International transfers done within 5 minutes local transfer right away Everything works perfect From support to service loving it,
440,playstore,2022-05-15 12:41:27,Saeed Alnuaimi,EDIT The issue was fixed immediately and now ai am changing my review as their customer service is immaculate,
441,playstore,2022-05-15 12:35:41,syedghouse naveed,Excellent experience with yap Good team well response,
442,playstore,2022-05-15 12:26:11,Abu koysor,good app,
443,playstore,2022-05-15 12:12:46,Shujah Qazi,There is no option to select other country then UAE,
444,playstore,2022-05-15 11:58:21,Martin Antony,Good,
445,playstore,2022-05-15 08:45:06,Gyan Aikins,I don t need it,
446,playstore,2022-05-15 01:32:33,Ahmed Jamal,App crashes nothing works,
447,playstore,2022-05-14 15:37:12,Faiz Gondal,I do not want to send money to my home country through this app but the bank in which I have an account is not showing the bank on this app,
448,playstore,2022-05-14 13:06:50,Jonalyn Rillones,great,
449,playstore,2022-05-14 13:03:59,Neha Singh,Worst application With copy paste customer service,
450,playstore,2022-05-13 17:27:14,Krishna Pradhan,Worst service not activated card till now as I apply on December2021,
451,playstore,2022-05-13 08:19:24,Faisal Khan,,
452,playstore,2022-05-13 03:03:43,M S U,Good app,
453,playstore,2022-05-13 01:36:12,Muhammad Hammad,Can t sign up for account The app keeps crashing after just launching,
454,playstore,2022-05-12 16:05:56,Kindness Njoku,Verification is the issue Kept popping up error message Mobile number not in the list Don t know what that means,
455,playstore,2022-05-12 15:53:34,Pankaj Ranga,After seeing the reviews I was worried to download But I tried myself It s awesome application Everything was quick enough No complains Happy customer ,
456,playstore,2022-05-12 13:35:44,Azahar Sekh,So good,
457,playstore,2022-05-11 18:08:06,Hani B,Very good,
458,playstore,2022-05-11 17:23:41,hafiz muhammad,There is no option Pakistan in country list when i tap on get started button only shows UAE,
459,playstore,2022-05-11 09:57:38,Muhammad Awais,Nice app,
460,playstore,2022-05-11 06:54:30,Leo De la Cruz,Good,
461,playstore,2022-05-11 01:16:27,Anantharaman P,It is sad that my account has still been not activated even after submitting all my documents and receiving the debit card 6 months ago The chat support just keeps on saying that my account cannot be activated now and they never give a proper resolution,
462,playstore,2022-05-11 00:22:53,Kamal Awan,Good,
463,playstore,2022-05-10 21:25:49,Nice lines,It s good,
464,playstore,2022-05-10 19:58:30,Shamil Shan,Wosome,
465,playstore,2022-05-10 19:33:10,Rasib Ali,Always asking for update even it s updated already WTH,
466,playstore,2022-05-10 18:52:02,Alalyn Rosel,Im happy and contented before now they making me disappointed much its almost 2 weeks still they didn t credited my money in my account That is suppose to be my salary they dont think there costumer is suffering of stress because they make it delayed to much always have same reason technical problem blah blah blah They dont have conscience for my side my family in my hometown is suffering because of this Yap ,
467,playstore,2022-05-10 18:49:15,Muhammad Ziafat,Every time needs update,
468,playstore,2022-05-10 18:34:58,Hashim dawood,Worst experience I have with this app I have taken loan from cash now and I chose to receive money in yap account and it s been declined on 5th may and till now I m keep asking to help line team and they are just keep telling me it will be resolve soon but no results worst ever bank application which I have used this will be my last transaction,
469,playstore,2022-05-10 18:08:24,Sudhakar Kodumunja,Nice,
470,playstore,2022-05-10 13:01:35,Malvin Agyekum,Excellent job done with this app,
471,playstore,2022-05-10 12:54:18,AHMED,The best online banking,
472,playstore,2022-05-10 11:56:23,Muhammad Home painting,Its good App,
473,playstore,2022-05-10 11:24:36,Analyn Sanchez,Good,
474,playstore,2022-05-10 08:44:24,Naeem Akram sahi,V v good degitl account I love it,
475,playstore,2022-05-10 07:48:59,Talha Khan,I could say that YAP have been working tirelessly day after day to assist us in navigating the new change Great work YAP team,
476,playstore,2022-05-10 06:35:45,Reem Romero,Its easy to put money and send money to my family,
477,playstore,2022-05-10 05:54:37,Md Nazrul Islam Ansari,I hv good experience with YAP app,
478,playstore,2022-05-10 04:49:37,Fiaz Ali,I m using this app since 5 months but my account still not active even I m talking online chat or via WhatsApp they say only very soon we ll solve your problem I ve also Yap card if there something was wrong they should not have issued the Yap is there anyone who solve my app problem,
479,playstore,2022-05-10 04:32:33,Inshal Khan,Dose not pickup the Country code,
480,playstore,2022-05-10 04:00:11,manaf manaf,There is nothing work in this app even after I scan it says unfortunately you can t continue with the process what is that,
481,playstore,2022-05-10 03:40:12,Ather Shahzad,I don t know what happened with this app already installed but again said update when I click the update option but still not open,
482,playstore,2022-05-10 02:43:54,Rehman Zafar,Nice,
483,playstore,2022-05-10 01:55:25,THEE BOSS256,It takes them forever to activate your account,
484,playstore,2022-05-09 23:20:37,Jot Dalla,It is very good app,
485,playstore,2022-05-09 23:00:25,Lawrence Soriano,why i can t open the app,
486,playstore,2022-05-09 22:21:46,shuhaib mohammed,Every time it is updating and updation is not going proper,
487,playstore,2022-05-09 22:12:09,Imran Shemu,This is probably the best way to get bonus,
488,playstore,2022-05-09 22:07:41,Tahmoor Nazeer,When I get started for sign up there is only one country UAE,
489,playstore,2022-05-09 22:01:49,Tasawar iqbal Tasawar iqbal,Good servies,
490,playstore,2022-05-09 21:29:17,Abdul Manan,my apps showing an update when i click on update its shows nothing in playstore just only shows open uninstall option,
491,playstore,2022-05-09 21:28:48,Rez Geo,The best I love it so much,
492,playstore,2022-05-09 20:41:27,Papu Chaurasiya,Very good YAP,
493,playstore,2022-05-09 20:32:54,Marife Duran,It s my first time to avail the cash loan but until now I didn t recieve the money transfer And the cash now is asking me to pay the loan but how I will pay i didn t recieve the money from bank transfer to my yap account,
494,playstore,2022-05-09 20:00:47,Elisa Landicho,Why im not open my acc,
495,playstore,2022-05-09 19:56:45,Arshad Ali,Awesome,
496,playstore,2022-05-09 19:42:47,Taimoor Malik,I didn t recieve card and showing update option I can t open anymore,
497,playstore,2022-05-09 19:38:38,Marrygrace Abesamis,It s easy to use,
498,playstore,2022-05-09 19:35:39,Eman Ahmad,It s asking for update and when I updated it give msg as error I cant use it Solve it,
499,playstore,2022-05-09 19:29:12,Saad Khan,Love it,
500,playstore,2022-05-09 19:17:09,Sahad Psmadu,Good,
501,playstore,2022-05-09 18:32:05,hira khan,Good,
502,playstore,2022-05-09 18:18:35,Abdul Raheem,I m unable to open the app,
503,playstore,2022-05-09 18:02:47,nihal ahmed,Hi Team iam very Much happy with Your Service The person who is working In Dubai if they want to send money They can Go with this YAP within 2 min the money got credited to my bank account in India I recommend To everyone in Dubai to use this YAP Thank You Yap,
504,playstore,2022-05-09 17:54:01,Mustafa Kamal,Good,
505,playstore,2022-05-09 17:25:09,MARJORY BEDICO,Convenient to use,
506,playstore,2022-05-09 17:10:22,Limsad Mampuram,Good app,
507,playstore,2022-05-09 16:43:57,Irfan Ahmad,Very very nice ,
508,playstore,2022-05-09 14:39:22,CTG warriors TM,Boring service,
509,playstore,2022-05-09 10:24:08,Ehab Amin,Really bad experience I made local transfer it s more than 4 days I didn t received it into my account and the support cant give you time only excuses for technical issues and it s not accepted,
510,playstore,2022-05-09 02:30:58,muhammad bilal,hi my cousin send me money from Spain in to my account and money transfer is complete but not credited in my account so far can u tell me how many days will take to credited in my account,
511,playstore,2022-05-08 22:13:28,Ayaz Anwar,Before one week ago I got debit card but never activated please help me out I want to deposit some money please activate ,
512,playstore,2022-05-08 01:12:08,Bashar Nakhleh,I tried many times open an account but I suddened with a message saying that we can t open this account without any reason really it s very bad app,
513,playstore,2022-05-07 16:58:35,Fawad Rafiq,Not available for pakistan,
514,playstore,2022-05-07 12:26:42,Ratheesh kumarm,Very good,
515,playstore,2022-05-07 08:45:04,Atif Ali,i mke account butt i didn t receive 50 aed bonus yet can someone tell me they give bonus or not iff they give when i will receive my card in not delivered yet,
516,playstore,2022-05-06 17:07:52,Abdul Sami,Came from advertising for pakistan but not available for pakistani peoples so why these advertisments,
517,playstore,2022-05-06 11:34:19,Hasaan Ch,App crashing,
518,playstore,2022-05-05 20:44:01,Muhammad Niyas An,Worst app connected with customer service 2 times for em id scanning error every time they are saying they will call once it is ready technical team is working in the reality no one has called no reply from so far Waste of time totally disappointed I m updating my review still the customer service team is irresponsible as well as technical team they can t find a solution for my problem contacted them more than 5 6 times gave all my details but still the error is there Most worst,
519,playstore,2022-05-05 19:36:27,Muhammad Shayan,I still didn t get my card or anything it s been more than 2 months,
520,playstore,2022-05-05 02:26:44,Hassan Farooq,Chose number section don t work,
521,playstore,2022-05-05 02:25:12,Niileysh More,You guys are lieing No 50 Dhiram we are getting after login,
522,playstore,2022-05-04 20:37:06,Himayat Gul,The yap is now get good,
523,playstore,2022-05-04 16:26:31,Olga Nakhleh,I want to open an account but it comes with rejection,
524,playstore,2022-05-04 12:37:44,Kalam7,I sign up the apps it s told me need 48 hours to reach me but I m waiting for the reply,
525,playstore,2022-05-04 10:13:47,My Self,Bad Experience Their Pakistani Official Page Says it s available in Pakistan When I Opened App There is only Arabic County Phone Number Registration Option When I Contact YAP Pakistan Official Page they said it ll coming soon in Pakistan what a Fruad to Increase Download Rate,
526,playstore,2022-05-02 05:22:24,Zain Aziz,I am not getting an option to select Pakistan country It is only showing UAE,
527,playstore,2022-05-01 13:29:10,Simple Life Sutapa Daily Blogs,Good,
528,playstore,2022-05-01 12:49:04,Sohail Ahmed,Hi I don t know why not working my app can u help me,
529,playstore,2022-05-01 12:37:42,"786,92 Whatsapp Stutus",Local banks transfer money Takes a lot of time sent money yesterday not sent yet,
530,playstore,2022-05-01 12:09:04,Md Ehsan Khan,Good,
531,playstore,2022-05-01 11:44:35,Malik Sohail,So slow banking my company put my salery to my account on 29 04 2022 but i cant receiveed yet,
532,playstore,2022-05-01 11:44:01,Muhammad Rehman,Please fix the emerates imd scan feature as soon as posible,
533,playstore,2022-05-01 11:14:24,Medicine Review Malayalam,Gud ,
534,playstore,2022-05-01 09:32:58,Jewel abdul kadir molla,Excellence,
535,playstore,2022-05-01 03:51:49,Muhammad Ali,Only for Emirates users But showing ads of yappakistan,
536,playstore,2022-05-01 03:40:50,zohaib ahmed,After long wait of 4 months the ac got activated finally YAP is easy to use u can deposit via deposit machine of RAK bank and can transfer from ur other AC to YAP AC Must recommend AC but have patience it will took a little bit longer time Customer service is there but they r also dependent to Main company ,
537,playstore,2022-04-30 23:59:31,niag 13,In Google page they said as long as 18 year old and up you can open am account but why when it s come to the app it must be 21,
538,playstore,2022-04-30 23:34:07,Faruk Chy,Dear Sir Do you have hubpay link with your bank Can I send money from this account to my hubpay account Is it possible or not Please reply me Thank you,
539,playstore,2022-04-30 14:04:04,Qasim Awan,It s not working in Pakistan,
540,playstore,2022-04-30 09:40:55,Samuel Ofori Agyemang,I was scared to download due to the previews but it s really working well for me I pray you add mobile transfers to our home country and what is the Meaning of nick names in the transfer section,
541,playstore,2022-04-30 07:07:35,Kadiri Tchagouni,Great app,
542,playstore,2022-04-30 05:49:26,Ashok Murali,Worst service long duration for getting the money back Horrible time consumption,
543,playstore,2022-04-29 20:09:19,Nazrul Islam,Good,
544,playstore,2022-04-29 16:56:57,Ajmal Ruzeen,I am not able to register my debit card at all,
545,playstore,2022-04-29 15:59:01,arun mariappan,Can t add money by credit card what I didn t accept this,
546,playstore,2022-04-28 03:00:15,Aladdin Jiroun,Not available for all nationalities,
547,playstore,2022-04-27 19:20:22,Muhammad Zimwanguyiza,In areas where rak bank isnt available its impossible to make a deposit from any deposit machine Someone should give me reason why i should keep this account Useless,
548,playstore,2022-04-27 14:04:39,Jitendra Singh kuntal,Good service yap open my account and active seving,
549,playstore,2022-04-27 09:53:07,BIJU KAVIRAJAN,Good,
550,playstore,2022-04-27 06:10:17,Abdullah Khan,Its a good app for international transfers but for local transfers it takes a lot of time And its not easy to get your money back or option for cancellation You have to wait for so long if an error comes,
551,playstore,2022-04-26 23:43:14,Abdulrehman Shakeel,Like 1122pk,
552,playstore,2022-04-26 22:57:21,Mohamed aamir Aamir,Good,
553,playstore,2022-04-26 19:08:59,Rosetta Nelson,Can u stop this freequent updates would be comfortable if u make it monthly once like other banking apps,
554,playstore,2022-04-26 18:29:21,Em Jay,App keep asking for update without opening,
555,playstore,2022-04-26 11:46:22,odysse wamar,Superb Customer Service Issues been resolved Thank you YAP Services,
556,playstore,2022-04-25 19:22:09,Nisar Ahmed,it s awesome Used everywhere in shopping malls I have created my account it is going great It s going great no complaints from you,
557,playstore,2022-04-25 17:53:29,Marjorie Manganip,It s very good service can help me a lot,
558,playstore,2022-04-25 17:21:34,Muhammad Waseem,Good,
559,playstore,2022-04-25 15:55:07,ARYA M P,Gud aap,
560,playstore,2022-04-25 13:27:43,anwar hayat,Don t West your money Very very poor I transfer 100 aed international transfer just for checking 136 AED fees and 6 aed value add tax I mean I pay Extra 142 AED This is Haraaam Not good service don t transfer intl Dear all please don t west time to open account here,
561,playstore,2022-04-25 08:01:21,aRRa CHENKAL,Good one,
562,playstore,2022-04-25 03:32:26,Muhammad Adnan,Very good ,
563,playstore,2022-04-24 22:11:56,WALTER SAAKWA MANTE MINISTRIES,This app has the best CUSTOMER SERVICE i have ever seen in uae good work guys ontime response,
564,playstore,2022-04-24 21:27:57,Abdul Rahman,Whats with the update every two three days Soo annoying,
565,playstore,2022-04-24 21:23:04,Nawab Asad,Nice help line,
566,playstore,2022-04-24 19:24:57,Joash Kisitu,Excellent ,
567,playstore,2022-04-24 18:44:02,Defaulter Boy,Nice,
568,playstore,2022-04-24 17:30:14,Entertainment Tech,Good,
569,playstore,2022-04-24 16:12:54,Ishrat Khan,Alhamdulillah They quickly fixed the issue asap great customer service reapons and support Really happy Issue before Please kindly help me with the scan ID feature  ,
570,playstore,2022-04-24 14:02:27,Sahar Nazar,Please fix the Emirated Id Scan feature as soon as possible Edit 24 4 22 The Problem has been fixed,
571,playstore,2022-04-24 08:10:08,Rahul Sharma,This is the best account for saving money sending money online without minimum amount,
572,playstore,2022-04-24 07:48:11,Bari G,Now problem solved please all users Update new version,
573,playstore,2022-04-24 06:57:36,shakeel sulaiman,Always showing update not able oen,
574,playstore,2022-04-24 06:03:06,Haris Amar,Everytime asking for updates  what s going on by this apps,
575,playstore,2022-04-24 05:56:37,Qadeer Khan,Yap is very good card amazing,
576,playstore,2022-04-24 05:37:57,Ahmed Ijaz,Worsth digital banking application I update it 3 times but still need updation and there is no updation required on play store,
577,playstore,2022-04-24 05:28:41,Burhanuddin Lakhi,Very good,
578,playstore,2022-04-24 05:05:01,khawaja Tahir,good 100 good,
579,playstore,2022-04-24 04:35:47,Muhammad Irfan Shah,Why any weak need to update what s a problem ,
580,playstore,2022-04-24 02:34:36,Sandra Baye,Ecerytime i open this app i find it asking for updates So stressing,
581,playstore,2022-04-24 02:20:02,Muhammad shahid Shahid,Gud,
582,playstore,2022-04-24 02:12:38,Suraj,Cant transfer less than 100aed,
583,playstore,2022-04-24 01:20:48,Bilal Ahmed,Good banking app,
584,playstore,2022-04-24 00:47:54,Iqbal Ahmad,All options are there but clear details as account related some improvements need to yap and also mobile top up for international allowed to be from app,
585,playstore,2022-04-24 00:32:23,Aladara Building maintenance llc ABML,Great service,
586,playstore,2022-04-24 00:25:18,Shaikh kashif,May application not open,
587,playstore,2022-04-23 23:35:58,shaheryar zafar,Good experience,
588,playstore,2022-04-23 22:37:41,Pravesh bijalwan,Support Awsm,
589,playstore,2022-04-23 22:13:41,NI K,Bad experience always app update,
590,playstore,2022-04-23 20:51:44,Waqas Khan,Amazing,
591,playstore,2022-04-23 20:51:31,mohd firas hafez,Very bad scan id is very bad I will remove again,
592,playstore,2022-04-23 20:35:53,Maryam Shakir,No experience,
593,playstore,2022-04-23 20:21:22,MHD FIRAS,very bad after downloading not open the app ask for update to continue if u press update nothing will happen I will remove,
594,playstore,2022-04-23 19:16:11,ujagir yadav,nice,
595,playstore,2022-04-23 18:57:20,assam_agarwood,Every week telling to update app,
596,playstore,2022-04-23 18:38:55,akhil anilk,Every 2 hour app getting update and can t use it to transfer due to that update not showing in store but app saying to update,
597,playstore,2022-04-23 18:36:18,ashraf ali,Worst app,
598,playstore,2022-04-23 18:00:34,Omar Al Karra,Not good is they don t care about customer service and try to make me remove the review,
599,playstore,2022-04-23 17:38:06,joseph gitau,What s happening with this update I can t access the app and it can t update,
600,playstore,2022-04-23 15:58:04,Ssentongo Issa,Please fix the issue of update bse if you try to update the app it still pops up the open function on play store insted of update,
601,playstore,2022-04-23 15:40:44,VALERIE NIH SIMSION,This app is good but sometimes i open it asks to update of which the app is already up to date This is really annoying because it doesn t let you do anything,
602,playstore,2022-04-23 15:35:27,Caroline Sila,Excellent,
603,playstore,2022-04-23 15:31:58,Abdulla Nidal,Doesn t let you actually own an account Just sit in queue 6 month update I m out of the queue but no active account because they ll tell me when it s ready ,
604,playstore,2022-04-23 14:03:15,Noitrex,Only for arab emirates,
605,playstore,2022-04-23 13:20:34,Manan Khan,World worst app and bank,
606,playstore,2022-04-22 15:41:57,Atif Khan,Very slow and bad customer service All they say is We are sorry for the inconveniences but they solve nothing After months they call us back for feedback,
607,playstore,2022-04-22 13:35:00,Raica Silvano,Not recommended I already got my card but it s useless coz I coudnt top up using the other bank Better look for another online bank application This app is terrible,
608,playstore,2022-04-22 02:40:24,Siham Abuzaheya,This is the bad app I ever seen every time update your information and it is stopped working again I send you Email and not responding to my email bad experience,
609,playstore,2022-04-22 02:03:06,Imran Bloch,install the app and registered but unable to scan emirates id when it scan phone getting hang not able to open bank account,
610,playstore,2022-04-21 22:08:25,Nabeel Sh,Slow processing of card after delivery,
611,playstore,2022-04-21 07:25:18,Philip Mensah,Is cool,
612,playstore,2022-04-21 05:59:05,workof uni,Improve the Emirates ID verification process I tried a lot of times but couldn t make it Finally i am going to uninstall this app,
613,playstore,2022-04-21 00:10:35,dhiaeddine ati,Usless Fix the id verification step,
614,playstore,2022-04-20 22:10:18,Music Word,Unable to open account When i upload my Emirates ID it gets stuck Once it when further and gave error bplz upload documents,
615,playstore,2022-04-20 09:56:36,Mahmoud Ahmed,Not recommend at all,
616,playstore,2022-04-20 01:46:52,Rashad Alami,Dear Guys this is a spam bank No working systems No Profit No costumer services reply Then at the end if you wanna close ur account they gonna ask you for 100 AED Please tell me for what service i need to pay a 100 AED Becareful from them,
617,playstore,2022-04-20 01:01:36,John Traver Ssali,I can t get past the scan Emirates Id So what s the point really hence the 2 stars,
618,playstore,2022-04-19 20:22:08,ʀᴏᴄᴋʏ ᴍᴀɴᴛʟᴇ,Good App Solved All Problame,
619,playstore,2022-04-19 17:56:42,JULIUS KITYO,Good and fast,
620,playstore,2022-04-19 16:41:53,Angaar Jutt Saad,Why cute 2 10 dh every time I also use RAKBANK ATM machine,
621,playstore,2022-04-19 16:37:07,ijaz ahmad,Best app,
622,playstore,2022-04-19 13:59:25,Dedeye AleX,Not open app what is the problme of this app,
623,playstore,2022-04-19 05:34:18,Malik Sarfraz,It s really great love this,
624,playstore,2022-04-19 02:16:27,Yasin Kamal,Cannot add card details in top up section,
625,playstore,2022-04-19 00:10:27,Pinky Micabalo,gREAT,
626,playstore,2022-04-18 17:21:13,Bhimsingh Shob,Hi team YAP now I open my account almost going to 6 month still not any updates only asking documents and calling customer support as well still not solved problem is this only me or everyone guys I am so sad about YAP service Very badly  experience,
